1.000000000000000000e+00 1.306371549323357506e+01 6.361869767559592612e+06
1.001613270685426604e+00 1.305277228881464247e+01 6.351667221469296142e+06
1.003229144013157770e+00 1.304182917891997384e+01 6.341481036535659805e+06
1.004847624181959942e+00 1.303088616339733541e+01 6.331311186523098499e+06
1.006468715397373481e+00 1.301994324209473497e+01 6.321157645238096826e+06
1.008092421871723099e+00 1.300900041486042902e+01 6.311020386529135518e+06
1.009718747824129403e+00 1.299805768154292096e+01 6.300899384286624379e+06
1.011347697480519781e+00 1.298711504199095224e+01 6.290794612442836165e+06
1.012979275073639052e+00 1.297617249605350409e+01 6.280706044971834868e+06
1.014613484843060132e+00 1.296523004357981357e+01 6.270633655889423564e+06
1.016250331035196020e+00 1.295428768441935574e+01 6.260577419253057800e+06
1.017889817903310234e+00 1.294334541842184372e+01 6.250537309161791578e+06
1.019531949707527918e+00 1.293240324543723574e+01 6.240513299756207503e+06
1.021176730714846936e+00 1.292146116531572808e+01 6.230505365218348801e+06
1.022824165199149204e+00 1.291051917790776216e+01 6.220513479771653190e+06
1.024474257441210900e+00 1.289957728306402274e+01 6.210537617680888623e+06
1.026127011728715122e+00 1.288863548063542730e+01 6.200577753252087161e+06
1.027782432356261433e+00 1.287769377047314023e+01 6.190633860832475126e+06
1.029440523625378523e+00 1.286675215242856574e+01 6.180705914810408838e+06
1.031101289844533531e+00 1.285581062635334071e+01 6.170793889615311287e+06
1.032764735329145367e+00 1.284486919209934186e+01 6.160897759717602283e+06
1.034430864401594263e+00 1.283392784951869636e+01 6.151017499628636986e+06
1.036099681391233984e+00 1.282298659846375344e+01 6.141153083900633268e+06
1.037771190634402485e+00 1.281204543878710922e+01 6.131304487126615830e+06
1.039445396474433236e+00 1.280110437034159432e+01 6.121471683940345421e+06
1.041122303261667215e+00 1.279016339298028093e+01 6.111654649016248994e+06
1.042801915353463116e+00 1.277922250655647396e+01 6.101853357069364749e+06
1.044484237114209790e+00 1.276828171092370390e+01 6.092067782855269499e+06
1.046169272915336235e+00 1.275734100593575882e+01 6.082297901170018129e+06
1.047857027135324692e+00 1.274640039144665060e+01 6.072543686850071885e+06
1.049547504159720646e+00 1.273545986731062207e+01 6.062805114772239700e+06
1.051240708381144140e+00 1.272451943338215763e+01 6.053082159853617661e+06
1.052936644199302663e+00 1.271357908951597615e+01 6.043374797051511705e+06
1.054635316021000913e+00 1.270263883556702567e+01 6.033683001363382675e+06
1.056336728260153235e+00 1.269169867139049401e+01 6.024006747826782055e+06
1.058040885337794945e+00 1.268075859684179285e+01 6.014346011519279331e+06
1.059747791682093432e+00 1.266981861177657542e+01 6.004700767558408901e+06
1.061457451728359702e+00 1.265887871605072768e+01 5.995070991101600230e+06
1.063169869919060817e+00 1.264793890952035760e+01 5.985456657346113585e+06
1.064885050703830105e+00 1.263699919204181654e+01 5.975857741528975777e+06
1.066602998539479819e+00 1.262605956347168146e+01 5.966274218926917762e+06
1.068323717890011570e+00 1.261512002366675844e+01 5.956706064856315032e+06
1.070047213226629657e+00 1.260418057248408985e+01 5.947153254673112184e+06
1.071773489027750825e+00 1.259324120978094186e+01 5.937615763772775419e+06
1.073502549779016713e+00 1.258230193541481690e+01 5.928093567590217106e+06
1.075234399973306054e+00 1.257136274924344299e+01 5.918586641599736176e+06
1.076969044110745344e+00 1.256042365112478443e+01 5.909094961314956658e+06
1.078706486698721045e+00 1.254948464091701510e+01 5.899618502288763411e+06
1.080446732251891806e+00 1.253854571847855581e+01 5.890157240113236010e+06
1.082189785292198891e+00 1.252760688366804764e+01 5.880711150419591926e+06
1.083935650348878843e+00 1.251666813634436792e+01 5.871280208878121339e+06
1.085684331958475690e+00 1.250572947636660892e+01 5.861864391198121011e+06
1.087435834664851386e+00 1.249479090359409739e+01 5.852463673127837479e+06
1.089190163019198687e+00 1.248385241788638211e+01 5.843078030454399996e+06
1.090947321580052698e+00 1.247291401910324460e+01 5.833707439003761858e+06
1.092707314913302419e+00 1.246197570710468305e+01 5.824351874640635215e+06
1.094470147592203402e+00 1.245103748175093195e+01 5.815011313268428668e+06
1.096235824197388631e+00 1.244009934290243891e+01 5.805685730829188600e+06
1.098004349316880734e+00 1.242916129041989137e+01 5.796375103303534910e+06
1.099775727546104642e+00 1.241822332416418284e+01 5.787079406710601412e+06
1.101549963487898687e+00 1.240728544399644306e+01 5.777798617107965983e+06
1.103327061752526372e+00 1.239634764977802384e+01 5.768532710591605864e+06
1.105107026957689698e+00 1.238540994137049900e+01 5.759281663295813836e+06
1.106889863728539591e+00 1.237447231863566444e+01 5.750045451393155381e+06
1.108675576697688792e+00 1.236353478143554163e+01 5.740824051094396971e+06
1.110464170505223835e+00 1.235259732963236345e+01 5.731617438648450188e+06
1.112255649798716606e+00 1.234165996308860969e+01 5.722425590342312120e+06
1.114050019233236988e+00 1.233072268166694840e+01 5.713248482500992715e+06
1.115847283471365081e+00 1.231978548523029282e+01 5.704086091487467289e+06
1.117647447183202303e+00 1.230884837364176931e+01 5.694938393702609465e+06
1.119450515046384931e+00 1.229791134676472275e+01 5.685805365585130639e+06
1.121256491746095207e+00 1.228697440446272537e+01 5.676686983611517586e+06
1.123065381975073551e+00 1.227603754659955726e+01 5.667583224295980297e+06
1.124877190433631435e+00 1.226510077303922763e+01 5.658494064190380275e+06
1.126691921829663157e+00 1.225416408364596599e+01 5.649419479884176515e+06
1.128509580878658047e+00 1.224322747828420965e+01 5.640359448004364036e+06
1.130330172303712688e+00 1.223229095681862333e+01 5.631313945215417072e+06
1.132153700835543564e+00 1.222135451911408843e+01 5.622282948219218291e+06
1.133980171212498833e+00 1.221041816503569777e+01 5.613266433755015023e+06
1.135809588180571206e+00 1.219948189444877151e+01 5.604264378599341959e+06
1.137641956493409490e+00 1.218854570721883590e+01 5.595276759565977380e+06
1.139477280912331691e+00 1.217760960321164454e+01 5.586303553505871445e+06
1.141315566206337229e+00 1.216667358229315887e+01 5.577344737307092175e+06
1.143156817152119142e+00 1.215573764432956061e+01 5.568400287894764915e+06
1.145001038534076310e+00 1.214480178918724640e+01 5.559470182231014594e+06
1.146848235144326322e+00 1.213386601673282428e+01 5.550554397314901464e+06
1.148698411782718143e+00 1.212293032683312255e+01 5.541652910182368010e+06
1.150551573256843430e+00 1.211199471935518091e+01 5.532765697906176560e+06
1.152407724382050080e+00 1.210105919416625042e+01 5.523892737595851533e+06
1.154266869981454890e+00 1.209012375113380600e+01 5.515034006397616118e+06
1.156129014885955320e+00 1.207918839012552503e+01 5.506189481494340114e+06
1.157994163934241927e+00 1.206825311100929810e+01 5.497359140105477534e+06
1.159862321972812360e+00 1.205731791365323780e+01 5.488542959487007000e+06
1.161733493855982013e+00 1.204638279792566635e+01 5.479740916931377724e+06
1.163607684445898238e+00 1.203544776369510672e+01 5.470952989767446183e+06
1.165484898612551889e+00 1.202451281083031276e+01 5.462179155360419303e+06
1.167365141233791093e+00 1.201357793920023020e+01 5.453419391111794859e+06
1.169248417195332568e+00 1.200264314867403215e+01 5.444673674459310248e+06
1.171134731390775396e+00 1.199170843912109063e+01 5.435941982876872644e+06
1.173024088721613012e+00 1.198077381041099443e+01 5.427224293874513358e+06
1.174916494097246966e+00 1.196983926241354190e+01 5.418520584998317994e+06
1.176811952434998476e+00 1.195890479499873393e+01 5.409830833830378950e+06
1.178710468660121524e+00 1.194797040803679344e+01 5.401155017988732085e+06
1.180612047705816625e+00 1.193703610139813520e+01 5.392493115127299912e+06
1.182516694513241928e+00 1.192610187495340668e+01 5.383845102935837582e+06
1.184424414031527650e+00 1.191516772857344186e+01 5.375210959139868617e+06
1.186335211217788510e+00 1.190423366212929146e+01 5.366590661500630900e+06
1.188249091037135718e+00 1.189329967549221045e+01 5.357984187815021724e+06
1.190166058462690746e+00 1.188236576853367055e+01 5.349391515915540978e+06
1.192086118475598422e+00 1.187143194112533884e+01 5.340812623670229688e+06
1.194009276065039149e+00 1.186049819313909559e+01 5.332247488982613198e+06
1.195935536228242446e+00 1.184956452444702535e+01 5.323696089791649021e+06
1.197864903970499606e+00 1.183863093492142049e+01 5.315158404071667232e+06
1.199797384305176573e+00 1.182769742443477057e+01 5.306634409832312725e+06
1.201732982253727711e+00 1.181676399285979073e+01 5.298124085118490271e+06
1.203671702845708014e+00 1.180583064006937200e+01 5.289627408010307699e+06
1.205613551118786653e+00 1.179489736593663451e+01 5.281144356623018160e+06
1.207558532118759853e+00 1.178396417033489740e+01 5.272674909106966108e+06
1.209506650899563773e+00 1.177303105313767517e+01 5.264219043647531420e+06
1.211457912523288716e+00 1.176209801421869017e+01 5.255776738465066999e+06
1.213412322060190895e+00 1.175116505345187079e+01 5.247347971814850345e+06
1.215369884588705984e+00 1.174023217071135505e+01 5.238932721987024881e+06
1.217330605195463322e+00 1.172929936587146216e+01 5.230530967306543142e+06
1.219294488975297908e+00 1.171836663880673512e+01 5.222142686133109033e+06
1.221261541031264164e+00 1.170743398939191060e+01 5.213767856861129403e+06
1.223231766474648818e+00 1.169650141750192773e+01 5.205406457919651642e+06
1.225205170424985113e+00 1.168556892301192107e+01 5.197058467772305943e+06
1.227181758010065016e+00 1.167463650579724188e+01 5.188723864917260595e+06
1.229161534365952990e+00 1.166370416573341906e+01 5.180402627887157723e+06
1.231144504636999759e+00 1.165277190269620711e+01 5.172094735249056481e+06
1.233130673975854741e+00 1.164183971656154526e+01 5.163800165604388341e+06
1.235120047543480482e+00 1.163090760720556815e+01 5.155518897588892840e+06
1.237112630509165090e+00 1.161997557450463070e+01 5.147250909872560762e+06
1.239108428050536670e+00 1.160904361833526011e+01 5.138996181159591302e+06
1.241107445353575756e+00 1.159811173857420741e+01 5.130754690188323148e+06
1.243109687612629521e+00 1.158717993509840483e+01 5.122526415731189772e+06
1.245115160030424883e+00 1.157624820778499242e+01 5.114311336594658904e+06
1.247123867818082266e+00 1.156531655651129853e+01 5.106109431619181298e+06
1.249135816195129145e+00 1.155438498115486112e+01 5.097920679679138586e+06
1.251151010389513374e+00 1.154345348159340645e+01 5.089745059682778083e+06
1.253169455637616725e+00 1.153252205770485972e+01 5.081582550572171807e+06
1.255191157184268880e+00 1.152159070936735041e+01 5.073433131323155016e+06
1.257216120282761196e+00 1.151065943645918388e+01 5.065296780945270322e+06
1.259244350194859141e+00 1.149972823885888573e+01 5.057173478481722064e+06
1.261275852190817615e+00 1.148879711644516632e+01 5.049063203009312972e+06
1.263310631549393825e+00 1.147786606909692075e+01 5.040965933638393879e+06
1.265348693557860171e+00 1.146693509669326261e+01 5.032881649512814358e+06
1.267390043512020004e+00 1.145600419911348489e+01 5.024810329809864052e+06
1.269434686716219618e+00 1.144507337623706889e+01 5.016751953740214929e+06
1.271482628483362687e+00 1.143414262794370373e+01 5.008706500547879376e+06
