    0.10000E-03    0.59848E-01
    0.10202E-03    0.61008E-01
    0.10408E-03    0.62190E-01
    0.10618E-03    0.63396E-01
    0.10833E-03    0.64624E-01
    0.11052E-03    0.65877E-01
    0.11275E-03    0.67154E-01
    0.11503E-03    0.68456E-01
    0.11735E-03    0.69782E-01
    0.11972E-03    0.71135E-01
    0.12214E-03    0.72514E-01
    0.12461E-03    0.73919E-01
    0.12712E-03    0.75352E-01
    0.12969E-03    0.76813E-01
    0.13231E-03    0.78301E-01
    0.13499E-03    0.79819E-01
    0.13771E-03    0.81366E-01
    0.14049E-03    0.82943E-01
    0.14333E-03    0.84551E-01
    0.14623E-03    0.86189E-01
    0.14918E-03    0.87860E-01
    0.15220E-03    0.89563E-01
    0.15527E-03    0.91298E-01
    0.15841E-03    0.93068E-01
    0.16161E-03    0.94872E-01
    0.16487E-03    0.96710E-01
    0.16820E-03    0.98585E-01
    0.17160E-03    0.10050E+00
    0.17507E-03    0.10244E+00
    0.17860E-03    0.10443E+00
    0.18221E-03    0.10645E+00
    0.18589E-03    0.10851E+00
    0.18965E-03    0.11062E+00
    0.19348E-03    0.11276E+00
    0.19739E-03    0.11495E+00
    0.20138E-03    0.11717E+00
    0.20544E-03    0.11944E+00
    0.20959E-03    0.12176E+00
    0.21383E-03    0.12412E+00
    0.21815E-03    0.12652E+00
    0.22255E-03    0.12897E+00
    0.22705E-03    0.13147E+00
    0.23164E-03    0.13402E+00
    0.23632E-03    0.13662E+00
    0.24109E-03    0.13926E+00
    0.24596E-03    0.14196E+00
    0.25093E-03    0.14471E+00
    0.25600E-03    0.14752E+00
    0.26117E-03    0.15037E+00
    0.26645E-03    0.15329E+00
    0.27183E-03    0.15626E+00
    0.27732E-03    0.15928E+00
    0.28292E-03    0.16237E+00
    0.28864E-03    0.16551E+00
    0.29447E-03    0.16872E+00
    0.30042E-03    0.17199E+00
    0.30649E-03    0.17532E+00
    0.31268E-03    0.17871E+00
    0.31899E-03    0.18218E+00
    0.32544E-03    0.18570E+00
    0.33201E-03    0.18930E+00
    0.33872E-03    0.19297E+00
    0.34556E-03    0.19670E+00
    0.35254E-03    0.20051E+00
    0.35966E-03    0.20439E+00
    0.36693E-03    0.20835E+00
    0.37434E-03    0.21238E+00
    0.38190E-03    0.21649E+00
    0.38962E-03    0.22069E+00
    0.39749E-03    0.22496E+00
    0.40552E-03    0.22931E+00
    0.41371E-03    0.23375E+00
    0.42207E-03    0.23827E+00
    0.43060E-03    0.24288E+00
    0.43929E-03    0.24758E+00
    0.44817E-03    0.25237E+00
    0.45722E-03    0.25726E+00
    0.46646E-03    0.26223E+00
    0.47588E-03    0.26730E+00
    0.48550E-03    0.27247E+00
    0.49530E-03    0.27774E+00
    0.50531E-03    0.28312E+00
    0.51552E-03    0.28859E+00
    0.52593E-03    0.29417E+00
    0.53656E-03    0.29986E+00
    0.54739E-03    0.30565E+00
    0.55845E-03    0.31156E+00
    0.56973E-03    0.31758E+00
    0.58124E-03    0.32372E+00
    0.59299E-03    0.32997E+00
    0.60496E-03    0.33635E+00
    0.61719E-03    0.34284E+00
    0.62965E-03    0.34946E+00
    0.64237E-03    0.35621E+00
    0.65535E-03    0.36309E+00
    0.66859E-03    0.37010E+00
    0.68210E-03    0.37724E+00
    0.69588E-03    0.38452E+00
    0.70993E-03    0.39193E+00
    0.72427E-03    0.39949E+00
    0.73891E-03    0.40720E+00
    0.75383E-03    0.41505E+00
    0.76906E-03    0.42305E+00
    0.78460E-03    0.43120E+00
    0.80045E-03    0.43951E+00
    0.81662E-03    0.44797E+00
    0.83311E-03    0.45660E+00
    0.84994E-03    0.46539E+00
    0.86711E-03    0.47435E+00
    0.88463E-03    0.48347E+00
    0.90250E-03    0.49277E+00
    0.92073E-03    0.50225E+00
    0.93933E-03    0.51190E+00
    0.95831E-03    0.52174E+00
    0.97767E-03    0.53176E+00
    0.99742E-03    0.54197E+00
    0.10176E-02    0.55237E+00
    0.10381E-02    0.56297E+00
    0.10591E-02    0.57377E+00
    0.10805E-02    0.58477E+00
    0.11023E-02    0.59597E+00
    0.11246E-02    0.60738E+00
    0.11473E-02    0.61901E+00
    0.11705E-02    0.63085E+00
    0.11941E-02    0.64292E+00
    0.12182E-02    0.65520E+00
    0.12429E-02    0.66772E+00
    0.12680E-02    0.68046E+00
    0.12936E-02    0.69345E+00
    0.13197E-02    0.70667E+00
    0.13464E-02    0.72013E+00
    0.13736E-02    0.73384E+00
    0.14013E-02    0.74780E+00
