1.045004358464999829e-05 -9.284387841550999498e-01 1.403117757324262271e+01
1.070111074401192192e-05 -9.284387843770596227e-01 1.436828314078615243e+01
1.095820990869513401e-05 -9.284387845990192956e-01 1.471348782638846053e+01
1.122148600043402909e-05 -9.284387848209789684e-01 1.506698621512799185e+01
1.149108742277517097e-05 -9.284387850429386413e-01 1.542897756708032730e+01
1.176716614472937899e-05 -9.284387852648983142e-01 1.579966592963701721e+01
1.204987778643359460e-05 -9.284387854868578760e-01 1.617926025252304001e+01
1.233938170687105342e-05 -9.284387857088175489e-01 1.656797450557780138e+01
1.263584109369861085e-05 -9.284387859307772217e-01 1.696602779936552707e+01
1.293942305523258554e-05 -9.284387861527368946e-01 1.737364450868372145e+01
1.325029871464434580e-05 -9.284387864138208268e-01 1.779105439857140425e+01
1.356864330641899688e-05 -9.284387867655929938e-01 1.821849275409353908e+01
1.389463627513175714e-05 -9.284387871173650497e-01 1.865620051488409459e+01
1.422846137659726483e-05 -9.284387874691371056e-01 1.910442440818039245e+01
1.457030678144901555e-05 -9.284387878209091616e-01 1.956341708895625686e+01
1.492036518120764348e-05 -9.284387881726813285e-01 2.003343728233890886e+01
1.527883389689710305e-05 -9.284387885244533845e-01 2.051474992944690356e+01
1.564591499027085059e-05 -9.284387888762254404e-01 2.100762633673250690e+01
1.602181537770998285e-05 -9.284387892279976073e-01 2.151234432891166648e+01
1.640674694685784259e-05 -9.284387895797696633e-01 2.202918840556820612e+01
1.680092667605707492e-05 -9.284387900555709505e-01 2.255844989964208835e+01
1.720457675665597403e-05 -9.284387906131045254e-01 2.310042714592728785e+01
1.761792471825325142e-05 -9.284387911706381002e-01 2.365542564752021448e+01
1.804120355695223776e-05 -9.284387917281716751e-01 2.422375824613331474e+01
1.847465186669590957e-05 -9.284387922857051390e-01 2.480574529964645691e+01
1.891851397375784205e-05 -9.284387928432387138e-01 2.540171486268662804e+01
1.937304007446403022e-05 -9.284387934007722887e-01 2.601200287154572877e+01
1.983848637622347822e-05 -9.284387939583058635e-01 2.663695333354115036e+01
2.031511524194753025e-05 -9.284387945158394384e-01 2.727691852092609537e+01
2.080319533793855026e-05 -9.284387950733730133e-01 2.793225916945850429e+01
2.130300178533169812e-05 -9.284387959257462963e-01 2.860334467608288378e+01
2.181481631517553224e-05 -9.284387968093678056e-01 2.929055332324229255e+01
2.233892742723814773e-05 -9.284387976929893149e-01 2.999427247747983571e+01
2.287563055262867279e-05 -9.284387985766108242e-01 3.071489881139998701e+01
2.342522822032626361e-05 -9.284387994602323335e-01 3.145283852785112089e+01
2.398803022770938182e-05 -9.284388003438539538e-01 3.220850758889354637e+01
2.456435381518278684e-05 -9.284388012274754631e-01 3.298233195026954689e+01
2.515452384499958441e-05 -9.284388021110969724e-01 3.377474780150606648e+01
2.575887298437949725e-05 -9.284388029947184817e-01 3.458620181178587671e+01
2.637774189302715007e-05 -9.284388039845806739e-01 3.541715137920138545e+01
2.701147941515507568e-05 -9.284388053850288758e-01 3.626806488604253076e+01
2.766044277612015719e-05 -9.284388067854770776e-01 3.713942198498314440e+01
2.832499778378485731e-05 -9.284388081859252795e-01 3.803171384281592537e+01
2.900551903471574090e-05 -9.284388095863735924e-01 3.894544342684378790e+01
2.970239012533599856e-05 -9.284388109868217942e-01 3.988112578839239575e+01
3.041600386815161624e-05 -9.284388123872699961e-01 4.083928835313503214e+01
3.114676251317155081e-05 -9.284388137877181979e-01 4.182047121839130455e+01
3.189507797464858046e-05 -9.284388151881665108e-01 4.282522745756995874e+01
3.266137206326706139e-05 -9.284388165886147126e-01 4.385412343192518847e+01
3.344607672390910458e-05 -9.284388184043178560e-01 4.490773909728864055e+01
3.424963427913386445e-05 -9.284388206238834984e-01 4.598666835546506348e+01
3.507249767850550195e-05 -9.284388228434491408e-01 4.709151938943215754e+01
3.591513075391242844e-05 -9.284388250630147832e-01 4.822291498187481551e+01
3.677800848101998301e-05 -9.284388272825804256e-01 4.938149287812077404e+01
3.766161724700463153e-05 -9.284388295021461790e-01 5.056790614562478225e+01
3.856645512472131317e-05 -9.284388317217118214e-01 5.178282354209029137e+01
3.949303215345702380e-05 -9.284388339412774638e-01 5.302692989243472965e+01
4.044187062642973603e-05 -9.284388361608431062e-01 5.430092647481151857e+01
4.141350538519521181e-05 -9.284388383804088596e-01 5.560553141590716564e+01
4.240848412112647228e-05 -9.284388416494149254e-01 5.694148005563269521e+01
